#time,current,voltage,power,charge,energy
167.5,0.377214,5.14333,1.94012,63.1006,324.556
168.0,0.376619,5.14339,1.93708,63.2889,325.525
168.5,0.375031,5.14347,1.92894,63.4764,326.489
169.0,0.377169,5.14339,1.93991,63.665,327.459
169.5,0.376796,5.14338,1.93799,63.8534,328.428
170.0,0.375001,5.14348,1.92879,64.0409,329.393
170.5,0.374477,5.14356,1.92613,64.2282,330.356
171.0,0.375107,5.14354,1.92936,64.4157,331.32
171.5,0.37646,5.14344,1.93628,64.604,332.289
172.0,0.374703,5.14352,1.92727,64.7913,333.252
172.5,0.374468,5.14349,1.92605,64.9785,334.215
173.0,0.374392,5.1435,1.92567,65.1657,335.178
173.5,0.377297,5.14337,1.94056,65.3544,336.148
174.0,0.376679,5.1434,1.93739,65.5427,337.117
174.5,0.377082,5.14338,1.93946,65.7313,338.087
175.0,0.375001,5.14351,1.9288,65.9188,339.051
175.5,0.374717,5.14353,1.92735,66.1061,340.015
176.0,0.377833,5.14337,1.94332,66.295,340.987
176.5,0.374653,5.14356,1.92703,66.4824,341.95
177.0,0.374383,5.14357,1.92565,66.6696,342.913
177.5,0.374132,5.14353,1.92434,66.8566,343.875
178.0,0.376839,5.14343,1.93823,67.045,344.844
178.5,0.374518,5.14352,1.92632,67.2323,345.807
179.0,0.374604,5.14359,1.92679,67.4196,346.771
179.5,0.373914,5.14359,1.92324,67.6066,347.732
180.0,0.374676,5.14348,1.92712,67.7939,348.696
180.5,0.377422,5.14335,1.9412,67.9826,349.667
181.0,0.376339,5.14344,1.93566,68.1708,350.634
181.5,0.375434,5.14353,1.93104,68.3585,351.6
182.0,0.373966,5.14358,1.92351,68.5455,352.562
182.5,0.376763,5.14341,1.93783,68.7339,353.531
183.0,0.374816,5.14353,1.92786,68.9213,354.494
183.5,0.37456,5.14352,1.92654,69.1085,355.458
184.0,0.373902,5.14358,1.92318,69.2955,356.419
184.5,0.374773,5.14352,1.92764,69.4829,357.383
185.0,0.375757,5.14341,1.93266,69.6708,358.349
185.5,0.373952,5.14355,1.92342,69.8577,359.311
186.0,0.374466,5.14349,1.92605,70.045,360.274
186.5,0.373869,5.14353,1.92299,70.2319,361.236
187.0,0.376916,5.14335,1.93859,70.4204,362.205
187.5,0.376144,5.14338,1.93463,70.6084,363.172
188.0,0.375858,5.14341,1.93317,70.7964,364.139
188.5,0.374152,5.14348,1.92443,70.9834,365.101
189.0,0.374999,5.14345,1.92877,71.1709,366.065
189.5,0.376018,5.14336,1.93398,71.359,367.032
190.0,0.373997,5.14348,1.92363,71.546,367.994
190.5,0.374355,5.14344,1.92545,71.7331,368.957
191.0,0.37386,5.14347,1.92292,71.9201,369.918
191.5,0.376868,5.14334,1.93834,72.1085,370.888
192.0,0.376105,5.14335,1.93443,72.2965,371.855
192.5,0.37636,5.14331,1.93572,72.4847,372.823
193.0,0.375383,5.14336,1.93072,72.6724,373.788
193.5,0.375652,5.14339,1.93211,72.8602,374.754
194.0,0.376556,5.14336,1.93675,73.0485,375.723
194.5,0.376057,5.14341,1.9342,73.2366,376.69
195.0,0.374463,5.14351,1.92604,73.4238,377.653
195.5,0.37371,5.14349,1.92216,73.6106,378.614
196.0,0.376366,5.14337,1.93577,73.7988,379.582
196.5,0.373803,5.14352,1.92265,73.9857,380.543
197.0,0.374008,5.14348,1.92368,74.1727,381.505
197.5,0.374268,5.14345,1.92501,74.3599,382.467
198.0,0.375403,5.14338,1.93082,74.5476,383.433
